IAM Acronym,Bank Acronym,IAM id,Year Filed,Case Name,Global Region (1),Global Region (2),Country,External ID,Date Filed,Month Closed,Year Closed,Still open as of 12/31/15?,Status as of 12/31/15,Results achieved by 12/31/15?,Type of Filer (1),Type of Filer (2),Type of Filer (3),Filer Name(s) if organization,Other groups supporting complaint?,Type of Supporting Organization(s) (1),Type of Supporting Organization(s) (2),Name of supporting organization(s),Type of IFI Support (1),Type of IFI Support (2),Sector/Industry (1),Sector/Industry (2),Public or private?,Issue Raised (1),Issue Raised (2),Issue Raised (3),Issue Raised (4),Issue Raised (5),Issue Raised (6),Issue Raised (7),Issue Raised (8),Issue Raised (9),Issue Raised (10),Is Registered,Date Registered,Is Eligible,Date determined eligible,If no Eligibility why 1,If no Eligibility why 2,If no Eligibility why 3,If no Eligibility why 4,Problem-Solving initiated,Date PS initiated,Duration of PS (months),If no Dispute Resolution why,Settlement reached in PS?,Compliance Review initiated,Date CR initiated,Duration of CR (months),If no Compliance Review why,Was non-compliance found?,Was a management action plan produced?,Monitoring initiated,Date monitoring initiated,Duration of monitoring (months),If no Monitoring why,Duration from filing until case closed or monitoring started,"If closed as of 12/31/15, duration of process in months",Was a compliance report published,Who inputted data?
Panel,WB,23,1999,"Highlands Water Project - Phase 1B, 2nd Request",Sub-Saharan Africa,N/A,Lesotho,15,4/26/99,7,1999,No,Closed without results,No,Corporation(s),N/A,N/A,Swissborough Diamond Mines Ltd; other corporations from Lesotho and S Africa,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Displacement (physical and/or economic),Livelihoods,Due diligence,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,5/14/99,Yes,7/19/99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,IAM deemed unnecessary or inappropriate,N/A,N/A,No,N/A,N/A,Case closed before monitoring,3,3,N/A,
Panel,WB,23,1999,Special Structural Adjustment Loan,Latin America & the Caribbean,N/A,Argentina,17,7/26/99,12,1999,No,Closed with results outside process,No,Domestic CSO(s),N/A,N/A,Centro de Estudios Legales y Sociales,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Regulatory Development,N/A,Public,Other,Consultation and disclosure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,8/12/99,Yes,12/16/99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Matter resolved outside of mechanism,N/A,N/A,No,N/A,N/A,Case closed before monitoring,5,5,N/A,
Panel,WB,23,1999,"Land Reform and Poverty Alleviation Project, 2nd Request",Latin America & the Caribbean,N/A,Brazil,18,9/14/99,12,1999,No,Closed without results,No,Domestic CSO(s),Individual(s),N/A,"Variety of Brazilian CSOs, plus some government officials and other individuals",Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Land reform,Community capacity and development,Public,Consultation and disclosure,Livelihoods,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,9/28/99,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,3,3,N/A,
Panel,WB,23,1999,"NTPC Power Generation Project, 2nd Request (not registered)",South Asia,N/A,India,21,11/29/99,11,1999,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Energy,N/A,Public,Displacement (physical and/or economic),Due diligence,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Bank loan repaid ,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
Panel,WB,23,1999,Western Poverty Reduction Project,East Asia & the Pacific,N/A,China,16,6/18/99,6,2000,No,Closed with results,Yes,International CSO(s),N/A,N/A,International Campaign for Tibet,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Agribusiness,Infrastructure,Public,Displacement (physical and/or economic),Livelihoods,Indigenous peoples,Consultation and disclosure,Biodiversity,Due diligence,N/A,N/A,N/A,N/A,Yes,6/18/99,Yes,8/18/99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,8/18/99,10,N/A,Yes,Yes,No,N/A,N/A,Monitoring not contemplated,12,12,Yes,
Panel,WB,23,1999,Lake Victoria Environmental Management Project,Sub-Saharan Africa,N/A,Kenya,19,10/12/99,12,2000,No,Closed with results,Yes,Domestic CSO(s),N/A,N/A,RECONCILE (Resources Conflict Institute),Yes,Domestic CSO(s),International CSO(s),"OSEINALA (Friends of Lake Victoria), ECOVIC",Project/investment lending,N/A,Conservation and environmental protection,Community capacity and development,Public,Pollution,Livelihoods,Biodiversity,Water,Consultation and disclosure,Due diligence,N/A,N/A,N/A,N/A,Yes,11/22/99,Yes,3/6/00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,3/6/00,9,N/A,Yes,No,No,N/A,N/A,Monitoring not contemplated,14,14,Yes,
Panel,WB,23,1999,Mining Development and Environmental Control‘_ Assistance Project,Latin America & the Caribbean,N/A,Ecuador,20,12/13/99,4,2001,No,Closed with results,Yes,Domestic CSO(s),N/A,N/A,Defensa y Conservacion Ecologica de Intag,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,"Extractives (oil, gas, mining)",N/A,Public,Pollution,Water,Biodiversity,Livelihoods,Other community health and safety issues,Consultation and disclosure,Due diligence,N/A,N/A,N/A,Yes,12/17/99,Yes,4/28/00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,4/28/00,12,N/A,Yes,Yes,No,N/A,N/A,Project already ended,16,16,Yes,
Panel,WB,23,2001,Governance Promotion Adjustment Loan,East Asia & the Pacific,N/A,Papua New Guinea,25,12/6/01,4,2002,No,Closed without results,No,Domestic CSO(s),N/A,N/A,Center of Environmental Law and Community Rights,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Regulatory Development,N/A,Public,Other,Other environmental,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,12/7/01,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,4,4,N/A,
Panel,WB,23,2001,"Petroleum Development and Pipeline Project, Management of the Petroleum Economy Project, and Petroleum Sector Management Capacity Building Project",Sub-Saharan Africa,N/A,Chad,22,3/22/01,8,2002,No,Closed with results,Yes,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,"Extractives (oil, gas, mining)",Infrastructure,Public,Human rights,Pollution,Displacement (physical and/or economic),Violence against the community (by gov't and/or company),Cultural heritage,Consultation and disclosure,Due diligence,N/A,N/A,N/A,Yes,4/11/01,Yes,9/12/01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,9/12/01,11,N/A,Yes,Yes,No,N/A,N/A,Lack of follow-through,17,17,Yes,
Panel,WB,23,2001,Coal Sector Mitigation Project and Coal Sector Rehabitation Project,South Asia,N/A,India,23,6/21/01,4,2005,No,Closed with results,Yes,Domestic CSO(s),N/A,N/A,Chotanagpur Adivasi Sewa Samiti (CASS),Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,"Extractives (oil, gas, mining)",N/A,Public,Displacement (physical and/or economic),Livelihoods,Pollution,Water,Consultation and disclosure,N/A,N/A,N/A,N/A,N/A,Yes,6/22/01,Yes,8/20/01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,8/20/01,23,N/A,Yes,Yes,Yes,7/25/03,19,N/A,25,46,Yes,
Panel,WB,23,2001,"Third Power Project, Fourth Power Project, and proposed Bujagali Hydropower Project",Sub-Saharan Africa,N/A,Uganda,24,7/27/01,6,2002,No,Closed with results,Yes,Domestic CSO(s),Individual(s),N/A,"National Association of Professional Environmentalists of Kampala (NAPE), Uganda Save Bujagali Crusade (SBC); individuals",Yes,International CSO(s),N/A,"International Rivers, BIC",Project/investment lending,N/A,Energy,Infrastructure,Public,Livelihoods,Displacement (physical and/or economic),Consultation and disclosure,Other,Due diligence,N/A,N/A,N/A,N/A,N/A,Yes,8/7/01,Yes,10/10/01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,10/10/01,8,N/A,Yes,Yes,No,N/A,N/A,Monitoring not contemplated,11,11,Yes,
Panel,WB,23,2002,"Paraguay/Argentina Reform Project for the Water and Telecommunication Sectors, SEGBA V Power Distribution Project (YacyretÍç)",Latin America & the Caribbean,N/A,"Paraguay, Argentina",26,5/17/02,2,2005,No,Closed with results,Yes,Domestic CSO(s),N/A,N/A,FederaciÍ_n de Afectados por YacyretÍç de ItapÍ_a y Misiones (FEDAYIM),Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Energy,Infrastructure,Public,Pollution,Water,Other community health and safety issues,Displacement (physical and/or economic),Livelihoods,Due diligence,N/A,N/A,N/A,N/A,Yes,5/30/02,Yes,8/23/02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,8/23/02,20,N/A,Yes,Yes,Yes,4/6/04,10,N/A,23,33,Yes,
Panel,WB,23,2002,"Petroleum Development and Pipeline Project, and Petroleum Environment Capacity Enhancement Project",Sub-Saharan Africa,N/A,Cameroon,27,9/25/02,Unknown,Unknown,No,Closed with results,Yes,Domestic CSO(s),Individual(s),N/A,Center for the Environment and Development (CED),Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,"Extractives (oil, gas, mining)",Public,Consultation and disclosure,Displacement (physical and/or economic),Human rights,Other community health and safety issues,Labor,Indigenous peoples,Other gender-related issues,Due diligence,N/A,N/A,Yes,9/30/02,Yes,11/26/02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,11/26/02,6,N/A,Yes,Yes,Yes,5/28/03,Unknown,N/A,8,Unknown,Yes,
Panel,WB,23,2003,Manila Second Sewerage Project (MSSP),East Asia & the Pacific,N/A,Philippines,28,9/26/03,9,2003,No,Closed without results,No,Domestic CSO(s),N/A,N/A,Timpuyog Zambales Inc.,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Pollution,Water,Other community health and safety issues,Livelihoods,Biodiversity,Consultation and disclosure,Due diligence,N/A,N/A,N/A,Yes,10/1/03,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,2,2,N/A,
Panel,WB,23,2003,Petroleum Development and Pipeline Project (not registered),Sub-Saharan Africa,N/A,Cameroon,29,11/26/03,11,2003,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Extractives (oil, gas, mining)",Infrastructure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,N/A,No,N/A,N/A,N/A,Good faith requirement not met,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
Panel,WB,23,2004,Indigenous and Community Biodiversity Project (COINBIO),Latin America & the Caribbean,N/A,Mexico,30,1/26/04,3,2004,No,Closed without results,No,Domestic CSO(s),Individual(s),N/A,Project ‘_ComitÍ© Estatal de COINBIO Oaxaca; other project officials,Unknown,Unknown,Unknown,Unknown,Other,N/A,Conservation and environmental protection,Community capacity and development,Public,Consultation and disclosure,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,1/30/04,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,2,2,N/A,
Panel,WB,23,2004,Public Works and Employment Creation Project (not registered)‘_‘_,Sub-Saharan Africa,N/A,Burundi,35,9/17/04,9,2004,No,Closed without results,No,Corporation(s),N/A,N/A,"Association for Training, Stone and Quarry work and AIDS Prevention on Labor-Intensive Worksites (AFOPROCA)",Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Raised procurement issues,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
Panel,WB,23,2004,"Cartagena Water Supply, Sewerage and Environmental Management Project",Latin America & the Caribbean,N/A,Colombia,31,4/20/04,9,2006,No,Closed with results,Yes,Domestic CSO(s),N/A,N/A,CorporaciÍ_n Cartagena Honesta,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,Conservation and environmental protection,Public,Pollution,Livelihoods,Other community health and safety issues,Biodiversity,Water,Indigenous peoples,Consultation and disclosure,Due diligence,N/A,N/A,Yes,4/22/04,Yes,6/22/04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,6/22/04,13,N/A,Yes,Yes,Yes,7/29/05,13,N/A,15,29,Yes,
Panel,WB,23,2004,Mumbai Urban Transport Project‘_,South Asia,N/A,India,32,4/28/04,9,2013,No,Closed with results,Yes,Domestic CSO(s),N/A,N/A,United Shop Owners Association,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,Regulatory Development,Public,Consultation and disclosure,Displacement (physical and/or economic),Livelihoods,Pollution,Other community health and safety issues,N/A,N/A,N/A,N/A,N/A,Yes,4/29/04,Yes,9/3/04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,9/3/04,23,N/A,Yes,Yes,Yes,8/14/06,85,N/A,28,113,Yes,
Panel,WB,23,2004,National Drainage Program Project,South Asia,N/A,Pakistan,34,9/10/04,11,2007,No,Closed with results,Yes,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,Regulatory Development,Public,Displacement (physical and/or economic),Livelihoods,Biodiversity,Cultural heritage,Pollution,Consultation and disclosure,Due diligence,Indigenous peoples,N/A,N/A,Yes,9/17/04,Yes,11/17/04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,11/17/04,24,N/A,Yes,Yes,Yes,11/1/06,12,N/A,26,38,Yes,
Panel,WB,23,2005,Forest Concession Management and Control Pilot Project,East Asia & the Pacific,N/A,Cambodia,36,1/28/05,6,2010,No,Closed with results,Yes,Domestic CSO(s),N/A,N/A,NGO Forum on Cambodia,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Forestry,Regulatory Development,Public,Livelihoods,Human rights,Consultation and disclosure,Other environmental,Indigenous peoples,Cultural heritage,Due diligence,N/A,N/A,N/A,Yes,2/4/05,Yes,3/30/05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,3/30/05,14,N/A,Yes,Yes,Yes,5/16/06,49,N/A,15,64,Yes,
Panel,WB,23,2005,Transitional Support for Economic Recovery Credit and Emergency Economic and Social Reunification Support Project‘_,Sub-Saharan Africa,N/A,DRC,37,11/19/05,5,2012,No,Closed with results,Yes,Domestic CSO(s),Individual(s),N/A,Autochtones PygmÍ©es et Accompagnant les Autochtones PygmÍ©es en RÍ©publique DÍ©mocratique du Congo,Yes,International CSO(s),Domestic CSO(s),"Dynamique des Groupes des Peuples Autochtones (DGPA), BIC, Greenpeace, Rainforest Foundation (UK), Rainforest Foundation (Norway)",Project/investment lending,N/A,Forestry,Regulatory Development,Public,Consultation and disclosure,Indigenous peoples,Human rights,Other environmental,Cultural heritage,Due diligence,N/A,N/A,N/A,N/A,Yes,12/1/05,Yes,2/16/06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,2/16/06,23,N/A,Yes,Yes,Yes,1/15/08,52,N/A,26,78,Yes,
Panel,WB,23,2006,Mine Closure and Social Mitigation Project,Europe & Central Asia,N/A,Romania,39,1/6/06,9,2006,No,Closed with results outside process,No,Corporation(s),N/A,N/A,SC Ergio Prod SRL,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,"Extractives (oil, gas, mining)",Regulatory Development,Public,Livelihoods,Property damage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,1/17/06,Yes,3/15/06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Matter resolved outside of mechanism,N/A,N/A,No,N/A,N/A,Case closed before monitoring,9,9,N/A,
Panel,WB,23,2006,ParanÍç Biodiversity Project,Latin America & the Caribbean,N/A,Brazil,41,7/10/06,3,2007,No,Closed with results outside process,No,Domestic CSO(s),N/A,N/A,Unknown,Unknown,Unknown,Unknown,Unknown,Other,N/A,Conservation and environmental protection,N/A,Public,Biodiversity,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,7/11/06,Yes,9/11/06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,IAM deemed unnecessary or inappropriate,N/A,N/A,No,N/A,N/A,Case closed before monitoring,8,8,N/A,
Panel,WB,23,2006,"Santa Fe Infrastructure Project and Provincial Road Infrastructure Project, 1st Request",Latin America & the Caribbean,N/A,Argentina,42,8/28/06,11,2006,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Livelihoods,Pollution,Other community health and safety issues,Displacement (physical and/or economic),N/A,N/A,N/A,N/A,N/A,N/A,Yes,9/11/06,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,3,3,N/A,
Panel,WB,23,2006,Land Administration Project,Latin America & the Caribbean,N/A,Honduras,38,1/3/06,3,2009,No,Closed with results,Yes,Domestic CSO(s),N/A,N/A,Fraternal Black Organization of Honduras,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Land reform,Regulatory Development,Public,Displacement (physical and/or economic),Cultural heritage,Indigenous peoples,Human rights,Consultation and disclosure,Due diligence,N/A,N/A,N/A,N/A,Yes,1/10/06,Yes,3/14/06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,3/14/06,17,N/A,Yes,Yes,Yes,8/3/07,19,N/A,19,38,Yes,
Panel,WB,23,2006,West African Gas Pipeline Project,Sub-Saharan Africa,N/A,"Ghana, Nigeria",40,4/27/06,7,2014,No,Closed with results,Yes,Domestic CSO(s),N/A,N/A,Ifesowapo Host Communities Forum of the West African Gas Pipeline Project,Yes,International CSO(s),Domestic CSO(s),"BIC, Environmental Rights Action (ERA)",Risk Guarantee,N/A,Infrastructure,"Extractives (oil, gas, mining)",Public,Livelihoods,Consultation and disclosure,Other community health and safety issues,Displacement (physical and/or economic),Due diligence,N/A,N/A,N/A,N/A,N/A,Yes,5/2/06,Yes,7/7/06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,3/1/07,17,N/A,Yes,Yes,Yes,8/6/08,72,N/A,27,97,Yes,
Panel,WB,23,2007,Uttaranchal Decentralized Watershed Development Project,South Asia,N/A,India,45,3/7/07,5,2007,No,Closed with results outside process,No,Domestic CSO(s),N/A,N/A,Sarvodaya,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Conservation and environmental protection,Community capacity and development,Public,Consultation and disclosure,Water,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,3/23/07,Yes,5/22/07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Matter resolved outside of mechanism,N/A,N/A,No,N/A,N/A,Case closed before monitoring,2,2,N/A,
Panel,WB,23,2007,Urban Development Project and Douala Infrastructure Development Project (not registered)‘_‘_,Sub-Saharan Africa,N/A,Cameroon,50,9/5/07,10,2007,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Displacement (physical and/or economic),Violence against the community (by gov't and/or company),Consultation and disclosure,Livelihoods,Other community health and safety issues,Due diligence,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Bank loan repaid ,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,1,1,N/A,
Panel,WB,23,2007,BogotÍç Urban Services Project,Latin America & the Caribbean,N/A,Colombia,52,10/30/07,1,2008,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Livelihoods,Displacement (physical and/or economic),Other retaliation (actual or feared),Other environmental,Consultation and disclosure,Due diligence,N/A,N/A,N/A,N/A,Yes,10/31/07,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,2,2,N/A,
Panel,WB,23,2007,Private Power Generation Project,Sub-Saharan Africa,N/A,Uganda,44,3/5/07,9,2013,No,Closed with results,Yes,Domestic CSO(s),Individual(s),N/A,Ugandan National Association of Professional Environmentalists (NAPE); other domestic CSOs,Yes,International CSO(s),N/A,"BIC, International Rivers",Risk Guarantee,N/A,Energy,N/A,Private,Other community health and safety issues,Consultation and disclosure,Indigenous peoples,Due diligence,N/A,N/A,N/A,N/A,N/A,N/A,Yes,3/7/07,Yes,5/3/07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,5/3/07,19,N/A,Yes,Yes,Yes,12/12/08,57,N/A,21,78,Yes,
Panel,WB,23,2007,Power Sector Generation and Restructuring Project,Europe & Central Asia,N/A,Albania,46,4/30/07,6,2010,No,Closed with results,Yes,Domestic CSO(s),N/A,N/A,Civic Alliance for the Protection of the Bay of Vlora (CAPBV),Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Energy,Infrastructure,Public,Other environmental,Livelihoods,Biodiversity,Cultural heritage,Due diligence,N/A,N/A,N/A,N/A,N/A,Yes,5/2/07,Yes,7/2/07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,7/2/07,26,N/A,Yes,Yes,Yes,9/18/09,9,N/A,29,38,Yes,
Panel,WB,23,2007,"Integrated Coastal Zone Management and Clean-Up Project, First Request",Europe & Central Asia,N/A,Albania,47,7/30/07,1,2012,No,Closed with results,Yes,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Regulatory Development,Conservation and environmental protection,Public,Property damage,Human rights,Violence against the community (by gov't and/or company),Consultation and disclosure,Other community health and safety issues,Due diligence,Livelihoods,N/A,N/A,N/A,Yes,8/2/07,Yes,10/17/07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,10/17/07,16,N/A,Yes,Yes,Yes,2/18/09,35,N/A,19,54,Yes,
Panel,WB,23,2007,Second Urban Environment Sanitation Project,Sub-Saharan Africa,N/A,Ghana,49,8/16/07,6,2012,No,Closed with results,Yes,International CSO(s),N/A,N/A,Centre on Housing Rights and Evictions (COHRE),Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,Community capacity and development,Public,Pollution,Water,Displacement (physical and/or economic),Other community health and safety issues,Consultation and disclosure,Due diligence,N/A,N/A,N/A,N/A,Yes,8/22/07,Yes,10/24/07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,10/24/07,20,N/A,Yes,Yes,Yes,6/19/09,36,N/A,22,58,Yes,
Panel,WB,23,2007,"Santa Fe Road Infrastructure Project and Provincial Road Infrastructure Project, 3rd Request‘_",Latin America & the Caribbean,N/A,Argentina,51,9/13/07,6,2010,No,Closed with results,Yes,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Other retaliation (actual or feared),Displacement (physical and/or economic),Consultation and disclosure,Pollution,N/A,N/A,N/A,N/A,N/A,N/A,Yes,10/19/07,Yes,4/18/08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,4/18/08,18,N/A,Yes,Yes,Yes,10/21/09,8,N/A,25,33,Yes,
Panel,WB,23,2009,"Private Sector Development and Competitiveness Project, First Request‘_",Sub-Saharan Africa,N/A,DRC,54,2/25/09,9,2011,No,Closed with results outside process,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Regulatory Development,Community capacity and development,Public,Labor,Livelihoods,Other gender-related issues,Other community health and safety issues,N/A,N/A,N/A,N/A,N/A,N/A,Yes,3/12/09,Yes,5/27/09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,IAM deemed unnecessary or inappropriate,N/A,N/A,No,N/A,N/A,Case closed before monitoring,31,31,N/A,
Panel,WB,23,2009,Institutional Reform Development Policy Financing‘_,Middle East & North Africa,N/A,Yemen,57,4/13/09,9,2010,No,Closed with results outside process,No,Domestic CSO(s),N/A,N/A,Yemen Observatory for Human Rights,Yes,International CSO(s),N/A,BIC,Project/investment lending,N/A,Regulatory Development,N/A,Public,Consultation and disclosure,Labor,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,4/20/09,Yes,6/18/09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Matter resolved outside of mechanism,N/A,N/A,No,N/A,N/A,Case closed before monitoring,17,17,N/A,
