Complaint Name,Project,Country,IAM,Bank,External ID,Status,Filer,IFI Support,Sector,Issues,Description,Compliance Report Issued,Non-Compliance Found,Filing Date,Registration Start,Registration End,Registration Status,"If no Registration, why?",Eligibility Start,Eligibility End,Eligibility Status,"If No Eligibility, Why?",Dispute Resolution Start,Dispute Resolution End,Dispute Resolution Status,"If No DR, Why?",Compliance Review Start,Compliance Review End,Compliance Review Status,"If No CR, Why?",Monitoring Start,Monitoring End,Monitoring Status,"If No Monitoring, Why?",Date Closed,Access to electricity (% of population),Agricultural land (% of land area),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Forest area (% of land area),Renewable internal freshwater resources per capita (cubic meters),GDP per capita (current US$),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Literacy rate, adult total (% of people ages 15 and above)",Net ODA received per capita (current US$),Population density (people per sq. km of land area),Rural population (% of total population),Surface area (sq. km),Terrestrial and marine protected areas (% of total territorial area)
Unknown CAO 2,Unknown CAO,,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_98,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/7/05,,,not_undertaken,,7/7/05,,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown CAO 3,Unknown CAO,,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_99,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/7/05,,,not_undertaken,,7/7/05,,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown CAO 4,Unknown CAO,,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_100,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/7/05,,,not_undertaken,,7/7/05,,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown CAO 5,Unknown CAO,,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_101,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/7/05,,,not_undertaken,,7/7/05,,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown CAO 6,Unknown CAO,,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_102,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/7/05,,,not_undertaken,,7/7/05,,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown CAO 7,Unknown CAO,,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_103,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/7/05,,,not_undertaken,,7/7/05,,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown CAO 8,Unknown CAO,,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_104,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/7/05,,,not_undertaken,,7/7/05,,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown CAO 9,Unknown CAO,,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_105,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/7/05,,,not_undertaken,,7/7/05,,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown FMO 1,Unknown FMO,,DEG/FMO Independent Complaints Mechanism,"German Investment Corporation, Netherlands Development Finance Company",no_id_38_1,Closed Without Results,,,Other,Other,,FALSE,FALSE,1/1/14,,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown FMO 2,Unknown FMO,,DEG/FMO Independent Complaints Mechanism,"German Investment Corporation, Netherlands Development Finance Company",no_id_38_2,Closed Without Results,,,Other,Other,,FALSE,FALSE,1/1/14,,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown FMO 3,Unknown FMO,,DEG/FMO Independent Complaints Mechanism,"German Investment Corporation, Netherlands Development Finance Company",no_id_38_3,Closed Without Results,,,Other,Other,,FALSE,FALSE,1/1/15,,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown IRM 1,Unknown IRM,,EBRD Independent Resource Mechanism,European Bank for Reconstruction and Development,no_id_27_1,Closed Without Results,,,Other,Other,,FALSE,FALSE,6/27/05,6/27/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown IRM 2,Unknown IRM,,EBRD Independent Resource Mechanism,European Bank for Reconstruction and Development,no_id_27_2,Closed Without Results,,,Other,Other,,FALSE,FALSE,6/27/05,6/27/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown IRM 3,Unknown IRM,,EBRD Independent Resource Mechanism,European Bank for Reconstruction and Development,no_id_27_3,Closed Without Results,,,Other,Other,,FALSE,FALSE,6/27/05,6/27/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown IRM 4,Unknown IRM,,EBRD Independent Resource Mechanism,European Bank for Reconstruction and Development,no_id_27_4,Closed Without Results,,,Other,Other,,FALSE,FALSE,6/27/05,6/27/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown IRM 5,Unknown IRM,,EBRD Independent Resource Mechanism,European Bank for Reconstruction and Development,no_id_27_5,Closed Without Results,,,Other,Other,,FALSE,FALSE,6/27/05,6/27/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown IRM 6,Unknown IRM,,EBRD Independent Resource Mechanism,European Bank for Reconstruction and Development,no_id_27_6,Closed Without Results,,,Other,Other,,FALSE,FALSE,6/28/05,6/28/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown IRM 7,Unknown IRM,,EBRD Independent Resource Mechanism,European Bank for Reconstruction and Development,no_id_27_7,Closed Without Results,,,Other,Other,,FALSE,FALSE,6/29/05,6/29/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown IRM 8,Unknown IRM,,EBRD Independent Resource Mechanism,European Bank for Reconstruction and Development,no_id_27_8,Closed Without Results,,,Other,Other,,FALSE,FALSE,6/29/05,6/29/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown MICI 1,Unknown MICI,Bolivia,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-BO-2012-037,Closed Without Results,,,Other,Other,,FALSE,FALSE,1/1/12,1/1/12,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,90.387375,34.70506785,27.0171889,51.35327241,29641.55498,2645.227753,57.94499969,80.01399994,94.46057129,64.62737977,9.451679129,32.685,1098580,
Unknown MICI 2,Unknown MICI,Mexico,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-ME-2013-059,Closed Without Results,,,Other,Other,,FALSE,FALSE,5/1/13,5/1/13,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,99.74873352,54.89081509,20.75377098,34.06630829,,10400.56311,44.56499863,79.68199921,93.96285248,4.589591159,63.03452712,21.301,1964380,
Unknown OPIC 1,Unknown OPIC,Liberia,OPIC Office of Accountability,Overseas Private Investment Corporation,no_id_22_2,Closed Without Results,,,Other,Other,,FALSE,FALSE,3/15/10,3/15/10,,closed_without_outcome,,,,closed_without_outcome,Filer Issue,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,5.146131039,27.61627907,9.573018432,44.94393688,,327.4205097,53.56200027,59.27899933,,358.6791198,40.98966985,52.187,111370,
Unknown OPIC 2,Unknown OPIC,Mexico,OPIC Office of Accountability,Overseas Private Investment Corporation,no_id_22_3,Closed Without Results,,,Other,Other,,FALSE,FALSE,11/30/10,11/30/10,,closed_without_outcome,,,,closed_without_outcome,Filer Issue,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,99.236696,54.89081509,20.24498259,34.20766995,,9016.457812,43.17399979,80.125,93.06893921,3.940369697,60.35080172,22.185,1964380,
Unknown OPIC 3,Unknown OPIC,Pakistan,OPIC Office of Accountability,Overseas Private Investment Corporation,no_id_22_4,Closed Without Results,,,Other,Other,,FALSE,FALSE,5/5/11,5/5/11,,closed_without_outcome,,,,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,91.37,46.61685347,63.62501885,2.132627646,,1226.215314,22.09199905,79.74700165,54.73802185,20.082411,225.9550968,64.798,796100,
Unknown OPIC 4,Unknown OPIC,,OPIC Office of Accountability,Overseas Private Investment Corporation,no_id_22_5,Closed Without Results,,,Other,Other,,FALSE,FALSE,5/27/11,5/27/11,,closed_without_outcome,,,,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown OPIC 5,Unknown OPIC,Uganda,OPIC Office of Accountability,Overseas Private Investment Corporation,no_id_22_6,Closed Without Results,,,Other,Other,,FALSE,FALSE,6/6/11,6/6/11,,closed_without_outcome,,,,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,14.6,71.88809096,58.36132798,13.05505685,,574.9195814,66.08000183,76.02700043,,44.82064674,175.0132057,80.102,241550,
Unknown PCM 1,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_1,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/2/05,7/2/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 10,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_10,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/3/05,7/3/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 11,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_11,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/3/05,7/3/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 12,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_12,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/3/05,7/3/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 13,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_13,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/3/05,7/3/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 14,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_14,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/3/05,7/3/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 15,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_15,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/3/05,7/3/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 16,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_16,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/3/05,7/3/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 17,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_17,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/3/05,7/3/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 18,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_18,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/4/05,7/4/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 19,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_19,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/4/05,7/4/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 2,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_2,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/2/05,7/2/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 20,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_20,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/4/05,7/4/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 21,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_21,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/4/05,7/4/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 22,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_22,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/4/05,7/4/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 23,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_23,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/4/05,7/4/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 24,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_24,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/4/05,7/4/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 25,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_25,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/4/05,7/4/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 26,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_26,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/4/05,7/4/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 27,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_27,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/4/05,7/4/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 28,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_28,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/4/05,7/4/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 29,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_29,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/4/05,7/4/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 3,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_3,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/2/05,7/2/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 30,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_30,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/4/05,7/4/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 31,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_31,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/4/05,7/4/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 32,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_32,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 33,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_33,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 34,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_34,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 35,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_35,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 36,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_36,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 37,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_37,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 38,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_38,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 39,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_39,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 4,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_4,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/2/05,7/2/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 40,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_40,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 41,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_41,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 42,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_42,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 43,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_43,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 44,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_44,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
Unknown PCM 45,Unknown PCM,,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,no_id_26_45,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/5/05,7/5/05,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,,,,,,,,,,,,,
